asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos,roas
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-13,998,7,17.49,104.94,516.65,1,0.20311622955579212,4.923289498761196
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-13,175,2,13.77,19.83,0.0,0,0.0,0.0
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-13,436,8,6.29,41.27,0.0,0,0.0,0.0
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,538,38,14.88,459.13,331.46,1,1.3851746817112172,0.7219306078888332
2V-LWYR-38TF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,4,1,17.14,17.14,0.0,0,0.0,0.0
abcmalt-200g,abc powder,PHRASE,2026-01-13,66,1,14.58,14.58,0.0,0,0.0,0.0
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,13,2,12.87,20.59,0.0,0,0.0,0.0
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-13,52,1,7.62,7.62,0.0,0,0.0,0.0
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,352,2,6.77,9.67,0.0,0,0.0,0.0
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,6,0,12.1,2.3,0.0,0,0.0,0.0
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,26,0,12.62,4.81,0.0,0,0.0,0.0
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,1,0,10.02,3.82,0.0,0,0.0,0.0
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,70,1,15.92,16.67,0.0,0,0.0,0.0
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,4458,21,17.12,290.99,913.34,2,0.31859986423456765,3.138733289803773
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,226,6,12.85,66.09,353.54,1,0.18693782881710697,5.349372068391587
HD001,henna hair dye,BROAD,2026-01-13,7,1,24.66,24.66,0.0,0,0.0,0.0
HD001,naturacare natural hair dye black,EXACT,2026-01-13,95,1,4.23,4.23,456.68,1,0.009262503284575634,107.96217494089834
HD001,naturacare naturals,PHRASE,2026-01-13,119,2,2.69,4.41,0.0,0,0.0,0.0
HD001,naturacare naturals,BROAD,2026-01-13,48,0,5.89,2.12,0.0,0,0.0,0.0
HD001,naturacare naturals hair dye,EXACT,2026-01-13,185,34,10.94,306.25,4064.32,7,0.07535085820014172,13.271248979591837
HD001,laxmi  natural hair dye,EXACT,2026-01-13,11,4,10.91,32.72,0.0,0,0.0,0.0
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,474,9,13.44,94.11,0.0,0,0.0,0.0
HD001,naturacare hair dye,EXACT,2026-01-13,708,5,7.94,31.74,456.68,1,0.06950162039064553,14.388153749212352
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-13,584,4,16.63,54.54,0.0,0,0.0,0.0
HD001,natural hair colouring,BROAD,2026-01-13,160,1,9.84,9.84,0.0,0,0.0,0.0
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,14,1,10.24,4.39,377.1,1,0.011641474409970829,85.8997722095672
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-13,235,1,36.39,26.2,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,PHRASE,2026-01-13,368,3,7.02,17.28,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,BROAD,2026-01-13,148,1,15.37,8.3,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-13,165,1,33.47,33.47,0.0,0,0.0,0.0
abcmalt-200g,malt powder,PHRASE,2026-01-13,733,28,17.32,398.29,0.0,0,0.0,0.0
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,20,4,13.62,43.34,0.0,0,0.0,0.0
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-13,106,1,40.46,40.46,0.0,0,0.0,0.0
AE-3VXL-VU22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,217,5,10.76,41.1,0.0,0,0.0,0.0
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-13,95,0,53.77,19.36,0.0,0,0.0,0.0
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-13,236,2,24.57,40.29,0.0,0,0.0,0.0
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-13,1,1,19.04,19.04,0.0,0,0.0,0.0
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,62,1,12.23,13.34,456.68,2,0.0292108259612858,34.23388305847077
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,6,1,15.48,14.07,0.0,0,0.0,0.0
CO-WC3X-U97N,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,32,1,14.03,7.65,0.0,0,0.0,0.0
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-13,3,1,17.76,8.07,0.0,0,0.0,0.0
B0-BVJJ-KPBN,herbal shampoo,PHRASE,2026-01-13,5,1,32.11,32.11,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-14,11,2,2.38,4.77,0.0,0,0.0,0.0
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1660,7,20.35,122.08,587.14,1,0.20792315291071975,4.809469200524246
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-14,40,1,23.85,19.48,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-14,347,8,14.65,90.58,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-14,38,25,2.12,42.47,7045.84,15,0.00602767022810623,165.90157758417706
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-01-14,10,1,2.48,2.48,587.15,1,0.0042237928978966196,236.7540322580645
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,1,9.62,9.62,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-14,52,4,46.08,138.25,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-14,777,15,26.21,314.48,1174.31,2,0.26779981435907046,3.7341325362503177
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1136,20,17.7,283.25,2218.08,2,0.12770053379499388,7.830820829655781
MC-Q0EB-BKWT,naturacare,BROAD,2026-01-14,7,1,4.62,4.62,0.0,0,0.0,0.0
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,1,12.44,12.44,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-14,15,4,27.5,82.49,587.15,1,0.14049220812398874,7.117832464541157
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-14,4,1,29.21,29.21,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-14,346,5,11.13,49.15,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-14,196,2,1.66,2.93,0.0,0,0.0,0.0
LKN-Gummies01,gummy hair growth,EXACT,2026-01-14,251,1,50.02,50.02,0.0,0,0.0,0.0
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-14,2,1,11.48,11.48,0.0,0,0.0,0.0
LKN-Gummies01,naturacare gummies,EXACT,2026-01-14,14,1,11.19,11.19,0.0,0,0.0,0.0
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,8.6,8.6,0.0,0,0.0,0.0
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,982,20,20.57,329.1,1161.21,2,0.28341126927945853,3.528441203281677
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-14,15,2,14.49,28.98,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare hair,PHRASE,2026-01-14,1,1,8.86,8.86,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-14,49,9,4.42,30.96,469.72,1,0.06591160691475773,15.171834625322997
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-14,40,1,18.12,10.57,0.0,0,0.0,0.0
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-14,30,1,19.15,11.17,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-14,6,2,1.78,3.56,521.92,1,0.006820968730839976,146.6067415730337
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-14,102,1,15.34,15.34,0.0,0,0.0,0.0
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,4.63,4.63,0.0,0,0.0,0.0
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-14,11,2,27.27,54.54,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-14,23,0,2.7,0.63,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-01-14,1,1,9.93,9.93,0.0,0,0.0,0.0
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-14,263,5,11.76,51.96,0.0,0,0.0,0.0
Slim01,weight loss powder,PHRASE,2026-01-14,115,5,15.6,62.42,933.82,2,0.06684371720460046,14.960269144504966
Slim01,herbal weight loss products,BROAD,2026-01-14,9,1,12.34,12.34,0.0,0,0.0,0.0
LKN-AS-02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,0,6.57,1.31,0.0,0,0.0,0.0
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,212,1,13.56,14.97,0.0,0,0.0,0.0
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,1,12.41,6.85,0.0,0,0.0,0.0
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,6,0,18.72,3.87,0.0,0,0.0,0.0
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,9,0,11.61,1.6,0.0,0,0.0,0.0
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,199,7,9.93,60.24,0.0,0,0.0,0.0
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,4,9.08,27.56,0.0,0,0.0,0.0
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,6,1,13.7,15.59,0.0,0,0.0,0.0
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,9,1,8.5,6.45,0.0,0,0.0,0.0
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,257,3,13.26,29.27,0.0,0,0.0,0.0
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,4,1,12.14,13.39,0.0,0,0.0,0.0
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,7,1,18.31,7.58,0.0,0,0.0,0.0
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,12,0,11.36,3.13,0.0,0,0.0,0.0
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,2,1,6.06,3.03,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-14,223,2,6.8,12.02,712.85,2,0.0168618924037315,59.30532445923461
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-14,26,0,11.08,2.58,92.9,0,0.027771797631862216,36.007751937984494
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,4,1,11.86,5.93,0.0,0,0.0,0.0
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-14,186,1,13.74,10.99,0.0,0,0.0,0.0
Slim01,naturacare weight loss powder,BROAD,2026-01-14,155,6,15.15,78.79,0.0,0,0.0,0.0
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,12.04,12.04,0.0,0,0.0,0.0
Slim01,natural weight loss powder,PHRASE,2026-01-14,21,5,33.89,135.56,338.34,1,0.4006620559200804,2.495868987902036
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,566,14,10.6,116.56,0.0,0,0.0,0.0
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,6913,170,19.42,2679.5,26475.37,26,0.10120727302394641,9.880712819555887
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,2490,154,8.99,1124.17,15461.45,28,0.07270792842844623,13.753658254534455
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,106,1,30.67,30.67,0.0,0,0.0,0.0
Slim02,naturacare naturals,BROAD,2026-01-14,17,0,30.67,7.16,0.0,0,0.0,0.0
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-14,265,4,10.56,33.78,0.0,0,0.0,0.0
Slim02,naturacare weight loss powder,BROAD,2026-01-14,85,6,17.82,85.56,1303.46,1,0.06564067942246023,15.234455352968677
Slim02,natural weight loss powder,PHRASE,2026-01-14,17,1,19.67,19.67,346.66,0,0.05674147579761149,17.623792577529233
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3432,49,29.67,1186.79,1303.46,1,0.9104920749390084,1.0983071984091541
Slim02,weight loss powder,PHRASE,2026-01-14,96,1,9.06,9.06,956.78,1,0.009469261481218254,105.60485651214127
Slim02,naturacare naturals,PHRASE,2026-01-14,146,2,18.84,33.29,0.0,0,0.0,0.0
Slim02,weight loss kit,EXACT,2026-01-14,772,1,94.23,94.23,0.0,0,0.0,0.0
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,14,1,9.69,7.76,0.0,0,0.0,0.0
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,23.19,11.59,0.0,0,0.0,0.0
abcmalt-200g,malt powder,PHRASE,2026-01-14,443,15,14.45,173.46,527.12,1,0.3290711792381242,3.0388562204542833
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,9.89,9.89,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,BROAD,2026-01-14,38,0,30.14,7.03,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,PHRASE,2026-01-14,326,2,18.52,32.71,0.0,0,0.0,0.0
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-14,149,4,10.66,31.98,0.0,0,0.0,0.0
abcmalt-200g,abc powder,EXACT,2026-01-14,105,2,28.02,56.05,585.84,1,0.0956745869179298,10.452096342551295
abcmalt-200g,abc powder,PHRASE,2026-01-14,1,1,17.76,17.76,0.0,0,0.0,0.0
abcmalt-200g,abc mix powder,EXACT,2026-01-14,875,2,34.04,68.09,0.0,0,0.0,0.0
abcmalt-200g,abc mix powder,PHRASE,2026-01-14,433,1,14.84,14.84,0.0,0,0.0,0.0
abcmalt-200g,abc malt powder,EXACT,2026-01-14,831,9,18.67,130.67,0.0,0,0.0,0.0
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-14,456,5,19.83,87.58,415.56,1,0.21075175666570412,4.744918931262846
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-14,53,1,32.28,18.83,54.15,0,0.3477377654662973,2.8757302177376527
6A-X1F7-F5Q6,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,7.1,7.1,0.0,0,0.0,0.0
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-14,5,1,19.15,19.15,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-14,4,2,3.12,6.23,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-14,653,12,9.27,90.06,0.0,0,0.0,0.0
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,960,14,5.63,62.65,611.88,1,0.10238935739033797,9.766640063846769
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,1,11.86,5.93,0.0,0,0.0,0.0
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,21,4,14.3,45.76,0.0,0,0.0,0.0
07-IRQL-T5BS,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,9.69,7.76,0.0,0,0.0,0.0
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,8,1,8.83,5.48,0.0,0,0.0,0.0
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,5,1,14.23,13.25,0.0,0,0.0,0.0
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,3,9.43,23.42,449.57,1,0.05209422336899704,19.195986336464557
AE-3VXL-VU22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,12,1,10.91,8.73,0.0,0,0.0,0.0
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,176,6,10.31,51.19,136.27,0,0.37565128054597485,2.6620433678452824
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-14,854,6,15.27,76.34,0.0,0,0.0,0.0
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-14,60,1,21.01,24.51,209.85,0,0.11679771265189422,8.561811505507956
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-14,521,11,12.9,113.98,1610.27,2,0.07078316058797593,14.12765397438147
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,347,26,12.28,263.73,1846.03,4,0.142863333748639,6.999696659462328
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-14,493,23,12.69,241.2,2583.27,6,0.09337003100721179,10.710074626865673
54-N90S-Z2EK,nalangu maavu,EXACT,2026-01-14,124,6,20.04,100.22,516.65,1,0.19398045098228975,5.155158650967871
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,47,3,27.52,65.67,293.7,1,0.22359550561797753,4.472361809045226
AE-3VXL-VU22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,0,14.6,5.84,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-14,76,2,15.09,19.37,0.0,0,0.0,0.0
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,4,1,8.9,10.68,0.0,0,0.0,0.0
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,89,2,6.41,10.61,449.57,1,0.023600329203461085,42.37229029217719
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,4178,22,21.49,386.86,1370.01,4,0.2823775008941541,3.5413586310293126
HD001,hair dye,PHRASE,2026-01-14,9,1,10.93,10.93,0.0,0,0.0,0.0
HD001,henna hair dye,BROAD,2026-01-14,16,5,21.19,84.75,0.0,0,0.0,0.0
HD001,naturacare hair,PHRASE,2026-01-14,3156,6,27.12,135.59,913.35,1,0.14845349537417202,6.736116232760528
HD001,naturacare natural hair dye black,EXACT,2026-01-14,81,2,13.04,26.08,456.66,1,0.05711032277843472,17.509969325153378
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,5.87,4.85,1483.19,4,0.0032699788968372223,305.8123711340207
HD001,naturacare naturals,PHRASE,2026-01-14,158,2,14.38,25.4,0.0,0,0.0,0.0
HD001,naturacare naturals hair dye,EXACT,2026-01-14,107,20,9.51,152.22,1370.03,4,0.11110705604986752,9.000328471948496
HD001,laxmi  natural hair dye,EXACT,2026-01-14,2,2,3.37,6.74,0.0,0,0.0,0.0
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,10,6,12.85,64.23,0.0,0,0.0,0.0
HD001,natural hair dye,BROAD,2026-01-14,28,1,12.54,12.54,0.0,0,0.0,0.0
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,11,2,13.17,21.07,0.0,0,0.0,0.0
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,1,1,12.47,12.47,0.0,0,0.0,0.0
HD001,naturacare naturals,BROAD,2026-01-14,18,0,23.41,5.46,0.0,0,0.0,0.0
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,0,8.85,2.75,0.0,0,0.0,0.0
HD001,naturacare hair dye,EXACT,2026-01-14,875,6,12.68,63.4,0.0,0,0.0,0.0
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,4,0,5.49,1.14,0.0,0,0.0,0.0
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-14,4,2,19.18,38.36,0.0,0,0.0,0.0
CA-AE0J-5F22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,0,21.09,2.11,0.0,0,0.0,0.0
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,11,0,19.02,7.61,0.0,0,0.0,0.0
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,5,0,12.86,3.86,0.0,0,0.0,0.0
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,8,1,13.12,13.12,0.0,0,0.0,0.0
CJ-HXDG-X2A4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,0,1,17.56,8.78,0.0,0,0.0,0.0
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,7,2,15.84,31.68,0.0,0,0.0,0.0
CA-AE0J-5F22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,12,0,15.76,3.15,0.0,0,0.0,0.0
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,15,1,29.05,17.83,35.1,0,0.5079772079772079,1.9685922602355583
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-14,77,1,14.7,12.0,112.82,0,0.10636411983690836,9.401666666666666
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-14,666,8,9.03,55.81,865.74,2,0.06446508189525724,15.512273786059845
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,112,7,12.96,71.59,220.59,1,0.32453873702343716,3.081296270428831
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,311,4,5.94,17.01,73.12,0,0.2326312910284464,4.298647854203409
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-14,3,2,10.71,16.06,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-15,26,6,3.65,18.23,0.0,0,0.0,0.0
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,7,1,16.67,7.02,0.0,0,0.0,0.0
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,26,1,8.32,3.5,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-15,7,2,17.48,34.96,587.15,1,0.05954185472196202,16.79490846681922
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-15,954,22,30.95,557.14,3033.6,5,0.1836563818565401,5.444950999748716
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-15,84,5,40.83,163.32,0.0,0,0.0,0.0
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,668,32,16.81,438.01,3327.13,4,0.13164799692227233,7.596013789639507
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,1,8.0,8.0,0.0,0,0.0,0.0
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,5,2,17.99,28.41,0.0,0,0.0,0.0
LKN-Weight-GAIN02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,19,2,8.98,14.17,0.0,0,0.0,0.0
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-15,23,0,43.38,9.46,0.0,0,0.0,0.0
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-15,176,2,13.66,24.35,0.0,0,0.0,0.0
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,7315,165,14.09,1888.45,18005.73,32,0.10488050192910812,9.534660700574545
Slim01,belly fat burner,EXACT,2026-01-15,260,0,67.0,16.75,0.0,0,0.0,0.0
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,29.86,23.57,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-15,23,10,3.32,26.59,587.15,1,0.045286553691560934,22.08160962767958
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-01-15,406,2,60.17,120.34,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-15,338,5,29.31,130.57,0.0,0,0.0,0.0
Slim01,naturacare naturals,BROAD,2026-01-15,10,0,25.38,2.77,114.41,0,0.024211170352241938,41.30324909747292
LKN-Gummies01,gummy hair growth,EXACT,2026-01-15,576,1,50.64,50.64,0.0,0,0.0,0.0
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2775,16,17.57,228.35,1619.81,4,0.14097332403183088,7.093540617473177
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-15,47,1,11.01,11.01,0.0,0,0.0,0.0
LKN-HGOIL-200ML,hair oil,BROAD,2026-01-15,23,1,9.18,9.18,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-15,27,10,9.16,73.31,991.63,2,0.07392878392142231,13.52653116900832
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-15,44,2,17.87,27.61,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-15,285,5,5.72,25.5,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-15,1,1,1.78,1.78,521.92,1,0.003410484365419988,293.2134831460674
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,9,2,8.94,17.88,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-15,160,2,15.09,26.88,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-15,20,0,47.9,10.45,0.0,0,0.0,0.0
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-15,90,2,19.08,38.17,0.0,0,0.0,0.0
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,900,9,15.58,108.24,587.15,1,0.18434812228561695,5.424519586104952
