asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos,roas
07-IRQL-T5BS,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,15,2,16.25,32.5,0.0,0,0.0,0.0
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,1,9.77,6.52,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-01,41,4,41.39,124.18,587.15,1,0.211496210508388,4.728217104203575
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-01,458,10,27.91,223.26,587.15,1,0.3802435493485481,2.629893397832124
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-01,55,1,36.0,36.0,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-01,25,7,20.1,120.6,1174.31,1,0.10269860598990045,9.737230514096186
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,2,1,18.67,18.67,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-01,12,7,6.38,38.31,587.15,1,0.06524738141871754,15.326285565126597
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-01,20,11,5.28,47.5,587.14,1,0.08090063698606806,12.360842105263158
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-01,3,0,11.92,0.21,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-01,313,1,7.3,7.18,0.0,0,0.0,0.0
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,39,2,19.26,38.52,0.0,0,0.0,0.0
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-01,14,1,29.7,29.7,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-01,197,1,16.19,15.91,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-01,2,0,26.44,0.46,0.0,0,0.0,0.0
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-01,54,1,31.44,31.44,0.0,0,0.0,0.0
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,1,14.47,14.47,0.0,0,0.0,0.0
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-01,16,1,29.06,29.06,0.0,0,0.0,0.0
KV-CO22-5TQK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,5,2,16.71,28.64,0.0,0,0.0,0.0
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,103,2,15.54,31.07,0.0,0,0.0,0.0
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,47,5,22.44,89.75,580.61,1,0.15457880504986135,6.469192200557103
LKN-Gummies01,naturacare gummies,EXACT,2026-01-01,2,1,16.51,16.51,0.0,0,0.0,0.0
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-01,7,2,18.87,37.74,807.01,2,0.04676521976183691,21.383412824589293
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-01-01,4,2,1.78,3.56,0.0,0,0.0,0.0
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,17.94,5.98,0.0,0,0.0,0.0
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,549,12,21.72,217.23,3631.14,6,0.059824187445265124,16.71564701008148
LKN-HGOIL-200ML,growth oil,PHRASE,2026-01-01,5,1,32.03,32.03,521.9,1,0.06137191032764898,16.294099281923195
LKN-HGOIL-200ML,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-01,4,1,7.62,7.62,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-01,118,15,4.18,50.18,4338.41,6,0.011566449459594645,86.45695496213631
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-01,380,4,20.92,61.65,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-01,143,5,5.49,22.24,0.0,0,0.0,0.0
LKN-HGOIL-200ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,2,6.93,13.86,0.0,0,0.0,0.0
LKN-HGOIL-200ML,ayurvedic oil,BROAD,2026-01-01,1,1,15.58,15.58,0.0,0,0.0,0.0
KV-CO22-5TQK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,51,1,15.76,18.01,0.0,0,0.0,0.0
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-01,351,5,9.96,39.15,1115.56,2,0.03509448169529205,28.494508301404853
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,2428,166,11.23,1515.47,14613.35,25,0.10370448938812799,9.642784086784959
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,86,1,16.41,9.85,0.0,0,0.0,0.0
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,3,0,18.14,3.63,0.0,0,0.0,0.0
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,3,0,15.0,2.0,0.0,0,0.0,0.0
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,10.35,0.69,0.0,0,0.0,0.0
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,114,4,13.51,48.63,45.91,0,1.059246351557395,0.9440674480773185
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,1,14.93,17.91,182.43,1,0.09817464232856438,10.185929648241206
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,3,1,12.35,9.88,0.0,0,0.0,0.0
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,8.52,3.41,0.0,0,0.0,0.0
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,2,1,9.77,6.52,0.0,0,0.0,0.0
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,7,2,5.33,7.1,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-01,3,0,26.2,2.3,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-01,235,6,16.05,78.82,0.0,0,0.0,0.0
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,157,9,14.18,99.23,0.0,0,0.0,0.0
Slim02,weight loss powder,BROAD,2026-01-01,9,1,31.35,37.62,0.0,0,0.0,0.0
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,2403,28,30.69,705.97,1303.45,1,0.5416164793432813,1.8463249146564302
Slim02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,22,2,14.14,28.28,0.0,0,0.0,0.0
Slim02,naturacare weight loss powder,BROAD,2026-01-01,70,5,21.92,80.95,5213.78,5,0.01552616335940527,64.40741198270537
Slim01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,466,7,10.74,64.43,1303.45,1,0.049430357896351994,20.23048269439702
Slim01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-01,13,1,4.71,5.66,0.0,0,0.0,0.0
Slim01,naturacare naturals,PHRASE,2026-01-01,230,6,12.62,62.01,2055.0,2,0.030175182481751824,33.139816158684084
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-01,206,1,27.06,18.73,0.0,0,0.0,0.0
Slim01,naturacare weight loss powder,BROAD,2026-01-01,238,9,12.97,94.8,1370.0,2,0.0691970802919708,14.451476793248945
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,7,4,5.99,17.96,3291.89,4,0.005455832363778863,183.29008908685967
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-01,4,0,16.27,1.14,0.0,0,0.0,0.0
Slim01,weight loss powder,BROAD,2026-01-01,11,2,10.12,18.21,0.0,0,0.0,0.0
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,5905,176,18.66,2668.2,33808.72,33,0.07892046785563013,12.670984184094147
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,2,1,31.74,31.74,0.0,0,0.0,0.0
Slim02,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-01,11,1,14.61,11.69,0.0,0,0.0,0.0
Slim02,naturacare naturals,BROAD,2026-01-01,1,0,28.95,1.02,0.0,0,0.0,0.0
Slim02,naturacare naturals,PHRASE,2026-01-01,71,2,17.73,34.84,0.0,0,0.0,0.0
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-01,384,10,16.36,135.88,2606.89,2,0.05212341142127209,19.18523697380041
Slim02,belly fat burner,EXACT,2026-01-01,218,1,75.2,75.2,1303.46,1,0.057692602764948676,17.333244680851063
KV-CO22-5TQK,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,13.6,1.94,1143.59,2,0.0016964121756923374,589.479381443299
Slim01,naturacare naturals,BROAD,2026-01-01,3,0,20.61,1.81,0.0,0,0.0,0.0
J8-HEEW-PU4E,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,25,1,11.62,11.62,0.0,0,0.0,0.0
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-01,578,5,38.51,154.03,0.0,0,0.0,0.0
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1508,34,18.68,523.0,1856.68,4,0.2816855893314949,3.5500573613766733
abcmalt-200g,abc malt powder,PHRASE,2026-01-01,1454,22,18.81,338.66,1171.68,2,0.2890379625836406,3.459753144746944
abcmalt-200g,abc malt,PHRASE,2026-01-01,2,2,11.5,23.0,0.0,0,0.0,0.0
6Z-V54C-G5K5,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,26,2,11.18,18.63,0.0,0,0.0,0.0
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-01,7,0,21.9,0.77,0.0,0,0.0,0.0
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-01,622,2,13.41,26.36,0.0,0,0.0,0.0
6Z-V54C-G5K5,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,55,2,11.04,22.08,0.0,0,0.0,0.0
6Z-V54C-G5K5,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,0,2.03,0.68,0.0,0,0.0,0.0
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-01,15,5,16.58,66.31,0.0,0,0.0,0.0
6A-X1F7-F5Q6,night gel,BROAD,2026-01-01,10,4,17.61,52.84,0.0,0,0.0,0.0
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,5,1,4.06,4.06,458.59,1,0.008853224012734686,112.95320197044336
6A-X1F7-F5Q6,naturacare saffron night gel,BROAD,2026-01-01,1,1,6.44,6.44,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-01,729,17,8.34,114.72,1760.7,5,0.06515590390185722,15.347803347280335
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-01,8,0,13.62,3.34,0.0,0,0.0,0.0
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,157,2,5.51,8.27,0.0,0,0.0,0.0
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-01,156,10,13.88,111.02,1033.31,2,0.10744113576758185,9.307422086110611
J8-HEEW-PU4E,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,12,1,11.77,9.8,0.0,0,0.0,0.0
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,10.05,1.34,0.0,0,0.0,0.0
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,0,14.57,3.89,0.0,0,0.0,0.0
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,0,17.62,7.05,0.0,0,0.0,0.0
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,117,1,15.94,19.13,0.0,0,0.0,0.0
0Y-IUMK-9L39,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,1,1.49,0.62,0.0,0,0.0,0.0
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,81,12,31.67,316.7,585.84,1,0.5405912877236105,1.849826334070098
0Y-IUMK-9L39,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,34,3,8.11,20.27,0.0,0,0.0,0.0
2V-LWYR-38TF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,75,1,1.78,1.78,0.0,0,0.0,0.0
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,289,8,13.87,93.66,559.81,1,0.16730676479519838,5.9770446295109965
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-01,1429,18,10.35,155.26,456.68,1,0.3399754751686082,2.941388638412985
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-01,4,0,18.95,1.33,0.0,0,0.0,0.0
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-01,379,5,11.61,45.62,1370.0,2,0.0332992700729927,30.03068829460763
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,343,23,12.74,238.95,1834.42,5,0.13025915548238678,7.677003557229547
0Y-IUMK-9L39,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,16,3,8.21,17.1,0.0,0,0.0,0.0
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-01,44,2,26.73,53.46,0.0,0,0.0,0.0
6A-X1F7-F5Q6,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,6,1,6.19,6.19,0.0,0,0.0,0.0
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-01,4,0,31.92,2.8,0.0,0,0.0,0.0
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,142,4,11.53,41.51,182.43,1,0.22753933015403166,4.39484461575524
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,86,6,5.38,26.91,1885.39,4,0.014272909053299317,70.06280193236715
HD001,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,5,1,3.32,3.32,0.0,0,0.0,0.0
HD001,hair dye,BROAD,2026-01-01,71,5,20.6,82.39,456.68,1,0.1804107909258124,5.542905692438403
HD001,naturacare hair,PHRASE,2026-01-01,11,2,6.41,12.82,0.0,0,0.0,0.0
HD001,naturacare naturals,BROAD,2026-01-01,3,0,36.28,2.55,0.0,0,0.0,0.0
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,5,1,12.74,15.29,724.95,2,0.021091109731705634,47.413342053629826
HD001,naturacare naturals,PHRASE,2026-01-01,310,5,22.22,87.33,0.0,0,0.0,0.0
HD001,laxmi  natural hair dye,EXACT,2026-01-01,27,1,7.74,7.74,0.0,0,0.0,0.0
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,1,16.66,16.66,0.0,0,0.0,0.0
HD001,natural hair dye,BROAD,2026-01-01,5,1,61.91,61.91,0.0,0,0.0,0.0
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,62,5,14.07,56.28,0.0,0,0.0,0.0
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-01,394,6,19.55,96.05,0.0,0,0.0,0.0
J8-HEEW-PU4E,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,2.14,0.36,0.0,0,0.0,0.0
HD001,naturacare naturals hair dye,EXACT,2026-01-01,109,25,9.61,192.17,3881.72,9,0.04950640437744093,20.19940677525108
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,1,10.54,8.43,0.0,0,0.0,0.0
HD001,henna hair dye,BROAD,2026-01-01,60,7,19.14,114.83,0.0,0,0.0,0.0
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,592,8,15.81,102.39,0.0,0,0.0,0.0
CA-AE0J-5F22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,18,1,8.04,4.02,0.0,0,0.0,0.0
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,8,1,8.14,3.39,0.0,0,0.0,0.0
CJ-HXDG-X2A4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,4,1,13.64,11.04,0.0,0,0.0,0.0
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,58,12,16.76,162.79,0.0,0,0.0,0.0
CO-WC3X-U97N,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,0,15.01,0.71,0.0,0,0.0,0.0
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,1,0,7.27,2.91,0.0,0,0.0,0.0
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,139,0,17.4,6.63,0.0,0,0.0,0.0
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,14,1,18.44,10.54,0.0,0,0.0,0.0
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,151,3,15.77,35.48,170.84,0,0.20767970030437835,4.815107102593011
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-01,601,8,18.44,126.81,887.24,2,0.14292637843199135,6.996609100228689
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-01,7,0,30.11,3.7,0.0,0,0.0,0.0
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,179,8,14.48,90.52,559.81,1,0.16169771886890197,6.184379142730888
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,82,1,6.26,3.13,0.0,0,0.0,0.0
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-01,2,2,19.02,38.04,0.0,0,0.0,0.0
CA-AE0J-5F22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-01,0,0,1.48,0.12,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-02,21,10,9.25,74.01,587.15,1,0.1260495614408584,7.933387380083771
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-02,32,16,7.94,103.22,2271.57,5,0.04543993801643797,22.007072272815346
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-02,15,0,25.57,6.24,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-02,548,11,7.61,66.13,2348.6,5,0.028157200034062847,35.514894903977016
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-01-02,1,1,10.43,10.43,0.0,0,0.0,0.0
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-02,28,4,31.93,95.8,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-02,16,0,13.06,4.1,0.0,0,0.0,0.0
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,1,5.08,5.08,0.0,0,0.0,0.0
MC-Q0EB-BKWT,vitamin c face wash,BROAD,2026-01-02,139,1,18.03,18.03,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-02,93,12,19.07,190.72,2935.77,2,0.06496421722410134,15.393089345637584
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-02,73,1,25.67,25.67,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-02,63,5,36.01,144.03,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-02,534,15,23.95,287.34,1696.2,2,0.1694021931376017,5.903111296721654
MC-Q0EB-BKWT,naturacare face wash,BROAD,2026-01-02,4,1,12.93,12.93,685.0,1,0.018875912408759125,52.977571539056456
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-02,514,8,14.9,100.68,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-01-02,11,1,30.07,30.07,0.0,0,0.0,0.0
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,42,2,10.1,20.21,516.65,1,0.039117390883576894,25.56407718951014
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-02,199,7,16.84,97.54,0.0,0,0.0,0.0
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-01-02,1,1,8.37,8.37,0.0,0,0.0,0.0
LKN-Redensyl serum,hair regrowth serum,BROAD,2026-01-02,1,1,33.59,33.59,0.0,0,0.0,0.0
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-02,4,4,17.44,52.31,0.0,0,0.0,0.0
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3279,213,11.19,1935.84,25932.14,47,0.07465022169400597,13.39580750475246
LKN-Gummies01,naturacare gummies,EXACT,2026-01-02,2,1,10.18,10.18,0.0,0,0.0,0.0
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-02,11,2,24.6,49.2,0.0,0,0.0,0.0
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,935,15,29.35,352.23,2726.93,5,0.12916723201548996,7.741901598387416
LKN-HGOIL-200ML,ayurvedic oil,BROAD,2026-01-02,1,1,19.48,19.48,0.0,0,0.0,0.0
LKN-HGOIL-200ML,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,530,2,14.86,29.72,0.0,0,0.0,0.0
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-02,1,1,9.73,9.73,0.0,0,0.0,0.0
LKN-HGOIL-200ML,hair oil,BROAD,2026-01-02,23,1,9.07,9.07,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-02,125,18,4.12,61.83,3783.83,4,0.016340586125698036,61.19731521914928
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-02,679,7,12.26,70.99,906.82,2,0.0782845548179352,12.773911818565997
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-02,36,1,12.0,14.51,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-02,7,1,3.55,3.55,0.0,0,0.0,0.0
LKN-HGOIL-200ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,2,2.64,5.27,521.92,1,0.010097332924586144,99.03605313092979
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-02,209,2,23.87,47.73,0.0,0,0.0,0.0
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,314,1,7.84,7.84,0.0,0,0.0,0.0
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-02,4,1,23.29,23.29,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-02,6,0,28.9,6.05,0.0,0,0.0,0.0
Slim01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,641,7,11.39,68.34,685.0,1,0.09976642335766424,10.023412350014633
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,56,3,11.03,31.19,0.0,0,0.0,0.0
Slim01,naturacare naturals,BROAD,2026-01-02,10,0,29.2,4.07,0.0,0,0.0,0.0
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3,1,10.85,5.43,0.0,0,0.0,0.0
UF-44TE-79LK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,107,1,9.48,4.65,0.0,0,0.0,0.0
UF-44TE-79LK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3,0,9.23,2.79,0.0,0,0.0,0.0
UF-44TE-79LK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,37,1,8.85,10.69,0.0,0,0.0,0.0
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,29,0,5.84,0.67,0.0,0,0.0,0.0
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,72,0,9.96,1.14,0.0,0,0.0,0.0
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,86,1,6.56,3.38,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-02,11,0,27.18,3.79,0.0,0,0.0,0.0
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,322,2,8.41,10.57,0.0,0,0.0,0.0
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,47,1,16.74,10.52,0.0,0,0.0,0.0
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,210,9,14.13,97.72,0.0,0,0.0,0.0
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,10,0,14.06,4.02,0.0,0,0.0,0.0
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,24,0,24.01,6.86,0.0,0,0.0,0.0
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,29,2,15.81,20.33,0.0,0,0.0,0.0
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,110,4,20.27,63.7,0.0,0,0.0,0.0
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,348,7,27.45,164.7,0.0,0,0.0,0.0
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,19,1,9.81,6.16,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-02,379,5,15.84,61.16,0.0,0,0.0,0.0
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,14,1,26.74,13.37,0.0,0,0.0,0.0
Slim02,weight loss products,PHRASE,2026-01-02,132,2,15.03,20.05,0.0,0,0.0,0.0
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-02,227,3,27.24,61.28,0.0,0,0.0,0.0
Slim01,naturacare weight loss powder,BROAD,2026-01-02,283,7,21.84,125.6,2544.28,4,0.04936563585768861,20.257006369426755
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,1,10.82,10.82,0.0,0,0.0,0.0
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,387,6,11.01,55.06,1370.0,2,0.04018978102189781,24.88194696694515
Slim01,weight loss powder,PHRASE,2026-01-02,39,7,15.01,90.05,0.0,0,0.0,0.0
Slim01,weight loss powder,BROAD,2026-01-02,6,2,14.1,18.8,0.0,0,0.0,0.0
Slim01,weight loss products,PHRASE,2026-01-02,202,3,9.82,26.18,0.0,0,0.0,0.0
Slim02,belly fat burner,EXACT,2026-01-02,197,1,72.24,72.24,0.0,0,0.0,0.0
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,4867,153,17.52,2172.46,18933.35,18,0.11474250462807692,8.715166217099508
