asin,product_title,category,sub_category,date,units_sold,selling_price,unit_cost,fba_fees,revenue,profit_margin_pct,bsr_rank,stock_level,profit_per_unit,calc_revenue
B09L4ZTM2V,NaturaCare Natural Pimple Face Gel-50 G || Natural Pimple Gel with neem and turmeric - Convenient & Effective Solution for Clear Skin ||,Face gel,Pimple Face Gel,2026-01-01,1,404.15,0.0,3.88,404.15,99.03996041073859,0,0,400.27,404.15
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-01,6,609.65,0.0,21.92,3048.25,96.40449438202248,0,0,587.73,3657.8999999999996
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-01-01,1,1096.0,0.0,61.17,1096.0,94.41879562043795,0,0,1034.83,1096.0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-01,11,616.5,0.0,27.11,5548.5,95.60259529602595,0,0,589.39,6781.5
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-01,50,1368.63,0.0,114.22,56113.83,91.65442815077851,0,0,1254.41,68431.5
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-01-01,2,404.15,0.0,10.28,808.3,97.45638995422492,0,0,393.87,808.3
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-01-01,7,404.15,68.5,6.34,2424.9,81.48212297414327,0,0,329.31,2829.0499999999997
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-01,11,541.15,0.0,14.74,4870.35,97.2761711170655,0,0,526.41,5952.65
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-01,10,615.13,0.0,22.54,4921.04,96.33573390990523,0,0,592.59,6151.3
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-01,23,474.45,0.0,14.1,9014.6,97.02813784381915,0,0,460.34999999999997,10912.35
B0CV191CD6,"NaturaCare Naturals Vitamin C Glow Serum|| Softening, Hydrating, Brightens & Evens Skin Tone |",Hair Care,Vitamin C Glow Serum,2026-01-01,1,685.0,0.0,21.74,685.0,96.82627737226277,0,0,663.26,685.0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-01,7,599.38,0.0,22.19,3596.25,96.29784110247255,0,0,577.1899999999999,4195.66
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-01,18,383.6,0.0,8.11,5754.0,97.88581856100103,0,0,375.49,6904.8
B0CKBKJC3D,"NaturaCare NAturals Goat Milk Shampoo | Nourishing & Moisturizing Shampoo for Soft, Shiny Hair | Enriched with Natural Proteins & Vitamins | Suitable for All Hair Types""",Hair Shampoos,Goat Milk Shampoo,2026-01-01,1,472.65,0.0,21.02,472.65,95.5527345816143,0,0,451.63,472.65
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-01,18,548.0,0.0,15.32,8220.0,97.20437956204378,0,0,532.68,9864.0
B0BTQLTDG6,"NaturaCare Natural Combo of Biotin enriched onion hair oil, Biotin gummies and Conditioning shampoo-430 ml ||Biotin Trio Set for Strong, Nourished Hair||",Hair Combo,Hair Combo Kit,2026-01-01,2,1902.93,0.0,284.71,3805.86,85.03833561928185,0,0,1618.22,3805.86
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-01-01,1,616.5,0.0,12.7,616.5,97.93998377939982,0,0,603.8,616.5
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-01,50,719.25,0.0,45.76,29489.25,93.63781717066388,0,0,673.49,35962.5
B0BL43KX8L,"NaturaCare Natural Coffee De-Tan Scrub-50g with Coffee Extract, Olive oil, Almond oil, Hydrogenated Castor Oil, Micronized Nano-Particles, Emulsifying wax ||Organic Coffee De-Tan Scrub - Brighten & Nourish Skin with Natural Ingredients - Exfoliate & Remove Dark Spots||",Face care,De-Tan Scrub,2026-01-01,1,404.15,0.0,6.47,404.15,98.3991092416182,0,0,397.67999999999995,404.15
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-01-01,1,404.15,0.0,8.62,404.15,97.86712854138315,0,0,395.53,404.15
B0BL7BS81Z,"NaturaCare Natural Rose + Geranium Glow Gel For Dusky Skin-Improve a dull complexion to a brighter tone, which is super beneficial for dusky tone skin50g",skin glow and tan,Glow Gel,2026-01-01,1,479.5,0.0,17.78,479.5,96.2919708029197,0,0,461.72,479.5
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-01,4,267.15,0.0,8.29,801.45,96.89687441512258,0,0,258.85999999999996,1068.6
B0BKZW578S,NaturaCare Natural Red Sandal Shine & Glow Face Pack-50g Natural & Pure Formula|,skin glow and tan,Face Pack,2026-01-01,1,404.15,0.0,9.7,404.15,97.59990102684647,0,0,394.45,404.15
B0BT7WG7WP,"NaturaCare Natural Sunscreen Spf 50-50G With Aqua, Avocado Oil, Glycerin, Triethanolamine, Edta, Cetyl, Titanium Dioxide, Zinc Oxide|Maximum Protection With Natural Ingredients|For All Skin Types",Body Lotion,Sunscreen Spf 50,2026-01-01,1,546.63,0.0,17.97,546.63,96.71258438065968,0,0,528.66,546.63
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-01-01,1,239.75,0.0,9.7,239.75,95.95411887382691,0,0,230.05,239.75
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-01-01,1,479.5,0.0,12.22,479.5,97.45151199165797,0,0,467.28,479.5
B0BTPN2V15,aturaCare Natural All Day Fresh Cream|Essential Oils & Botanical Extracts - Hydrates & Revitalizes Skin|50 g,Face care,Face Creams,2026-01-01,2,479.5,0.0,0.0,959.0,100.0,0,0,479.5,959.0
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-01-01,1,267.15,0.0,7.27,267.15,97.27868238817145,0,0,259.88,267.15
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-02,28,475.33,0.0,14.1,10932.6,97.03363978709527,0,0,461.22999999999996,13309.24
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-02,7,609.65,0.0,21.92,3657.9,96.40449438202248,0,0,587.73,4267.55
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-01-02,4,1096.0,0.0,61.17,3288.0,94.41879562043795,0,0,1034.83,4384.0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-02,30,616.5,0.0,27.11,14796.0,95.60259529602595,0,0,589.39,18495.0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-02,42,1368.63,0.0,114.22,46533.42,91.65442815077851,0,0,1254.41,57482.46000000001
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-01-02,2,404.15,0.0,10.28,808.3,97.45638995422492,0,0,393.87,808.3
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-01-02,2,404.15,68.5,6.34,808.3,81.48212297414327,0,0,329.31,808.3
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-02,12,615.13,0.0,22.54,6151.3,96.33573390990523,0,0,592.59,7381.5599999999995
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-01-02,1,683.63,0.0,22.5,683.63,96.70874595907144,0,0,661.13,683.63
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-02,9,548.0,0.0,15.32,3836.0,97.20437956204378,0,0,532.68,4932.0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-02,14,604.05,0.0,22.19,6644.5,96.32646304113896,0,0,581.8599999999999,8456.699999999999
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-02,6,540.07,0.0,14.74,2700.34,97.27072416538597,0,0,525.33,3240.42
B0CKBKJC3D,"NaturaCare NAturals Goat Milk Shampoo | Nourishing & Moisturizing Shampoo for Soft, Shiny Hair | Enriched with Natural Proteins & Vitamins | Suitable for All Hair Types""",Hair Shampoos,Goat Milk Shampoo,2026-01-02,1,472.65,0.0,21.02,472.65,95.5527345816143,0,0,451.63,472.65
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-02,9,383.6,0.0,8.11,2685.2,97.88581856100103,0,0,375.49,3452.4
B0BJ23V576,"NaturaCare Natural Anti-Frizz Hair Serum-100Ml Formulated With Olive Oil,Amlajojoba Oil & Hibiscus Oil ||Tame Your Frizz With Our Advanced Anti-Frizz Hair Serum-Say Goodbye To Unmanageable Hair",Hair Care,Anti-Frizz Hair Serum,2026-01-02,1,479.5,0.0,18.19,479.5,96.20646506777894,0,0,461.31,479.5
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-01-02,2,404.15,0.0,8.62,808.3,97.86712854138315,0,0,395.53,808.3
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-02,2,267.15,0.0,8.29,534.3,96.89687441512258,0,0,258.85999999999996,534.3
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-01-02,1,267.15,0.0,7.27,267.15,97.27868238817145,0,0,259.88,267.15
B09L4ZTM2V,NaturaCare Natural Pimple Face Gel-50 G || Natural Pimple Gel with neem and turmeric - Convenient & Effective Solution for Clear Skin ||,Face gel,Pimple Face Gel,2026-01-02,1,404.15,0.0,3.88,404.15,99.03996041073859,0,0,400.27,404.15
B0BT7RLV9R,"NaturaCare Natural Baby Lotion-100g with Aqua, Cocoa Butter, Shea butter, Almond Oil, Coconut Oil, Avocado oil, Aloe vera extract, Papaya Extract ||Gentle and Nourishing for Delicate Skin||",Baby care,Baby Lotions,2026-01-02,1,479.5,0.0,17.78,479.5,96.2919708029197,0,0,461.72,479.5
B0BTJ1GCXG,"NaturaCare Natural Rose water -200ml ||Natural Toner, Hydrating Mist, and Soothing Remedy||",Face care,Natural Rose Water,2026-01-02,1,274.0,0.0,32.33,274.0,88.2007299270073,0,0,241.67000000000002,274.0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-01-02,1,479.5,0.0,12.22,479.5,97.45151199165797,0,0,467.28,479.5
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-02,75,719.25,0.0,45.76,43874.25,93.63781717066388,0,0,673.49,53943.75
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-01-02,4,239.75,0.0,9.7,719.25,95.95411887382691,0,0,230.05,959.0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-01-03,1,1164.5,0.0,57.94,1164.5,95.02447402318592,0,0,1106.56,1164.5
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-03,5,609.65,0.0,21.92,2438.6,96.40449438202248,0,0,587.73,3048.25
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-01-03,2,609.65,0.0,17.78,1219.3,97.08357254162225,0,0,591.87,1219.3
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-01-03,2,1096.0,0.0,61.17,2192.0,94.41879562043795,0,0,1034.83,2192.0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-03,15,616.5,0.0,27.11,7398.0,95.60259529602595,0,0,589.39,9247.5
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-03,49,1368.63,0.0,114.22,54745.2,91.65442815077851,0,0,1254.41,67062.87000000001
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-03,9,541.15,0.0,14.74,3788.05,97.2761711170655,0,0,526.41,4870.349999999999
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-03,18,615.13,0.0,22.54,9226.95,96.33573390990523,0,0,592.59,11072.34
B0DSJR3CRB,"NATURACARE NATURALS Hydra boost Gel Moisturizer | Lightweight, Oil-Free, Fast-Absorbing Hydration for Smooth & Supple Skin | With Hyaluronic Acid | Suitable for All Skin Types",skin glow and tan,Hydra Boost Gel Moisturizer,2026-01-03,1,683.63,0.0,17.78,683.63,97.39917791787956,0,0,665.85,683.63
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-03,16,547.58,0.0,15.32,7118.52,97.20223528982066,0,0,532.26,8761.28
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-03,14,609.65,0.0,22.19,6706.15,96.3602066759616,0,0,587.4599999999999,8535.1
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-03,39,467.51,0.0,14.1,14960.4,96.98402173215545,0,0,453.40999999999997,18232.89
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-03,62,719.25,0.0,45.76,35962.5,93.63781717066388,0,0,673.49,44593.5
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-03,16,383.6,0.0,8.11,4986.8,97.88581856100103,0,0,375.49,6137.6
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-01-03,1,486.35,0.0,18.96,486.35,96.10157294129742,0,0,467.39000000000004,486.35
B0BJ112C43,"NaturaCare Silk & Smooth Hair Conditioning Shampoo-200ml ||Nourish and Rejuvenate with Natural Silk & Smooth Hair Conditioning Shampoo - Soft, Shiny, and Healthy Hair Guaranteed||",Hair Shampoos,Conditioning Shampoo,2026-01-03,1,609.65,0.0,19.28,609.65,96.83752973017306,0,0,590.37,609.65
B0BK4XF3VH,"NaturaCare Red Sandal Glowing Scrub-50g with Red Sandal,Jojoba Oil,Olive Oil || Red sandal scrub can brighten your skin by removing blemishes and dark spots ||",skin glow and tan,Red Sandal Glowing Scrub,2026-01-03,1,472.65,0.0,5.93,472.65,98.74537183962762,0,0,466.71999999999997,472.65
B0BK52C49W,"NaturaCare Red Sandal Exfoliate Scrubbing Face Wash-100ml with Micronized Nano-Particles,Red sandal extract,Hydroxyethyl Cellulose,Rose oil,Grape fruit oil,Lavender oil,Coco glucoside ||Natural Scrub for All Skin Types||",Face Wash,Red Sandal Exfoliate Face Wash,2026-01-03,1,472.65,0.0,13.34,472.65,97.17761557177617,0,0,459.31,472.65
B0BJ23V576,"NaturaCare Natural Anti-Frizz Hair Serum-100Ml Formulated With Olive Oil,Amlajojoba Oil & Hibiscus Oil ||Tame Your Frizz With Our Advanced Anti-Frizz Hair Serum-Say Goodbye To Unmanageable Hair",Hair Care,Anti-Frizz Hair Serum,2026-01-03,1,479.5,0.0,18.19,479.5,96.20646506777894,0,0,461.31,479.5
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-03,5,267.15,0.0,8.29,1068.6,96.89687441512258,0,0,258.85999999999996,1335.75
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-01-03,2,239.75,0.0,8.85,479.5,96.30865484880083,0,0,230.9,479.5
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-01-03,1,239.75,0.0,9.7,239.75,95.95411887382691,0,0,230.05,239.75
B0BT7ZQ82C,NaturaCare Natural Vitamin C Foaming Face Wash Revitalize Your Skin with Antioxidant-Rich Formula|150ml,Face Wash,Vitamin C Foaming Face,2026-01-03,1,479.5,0.0,11.85,479.5,97.52867570385818,0,0,467.65,479.5
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-01-03,2,404.15,0.0,8.62,808.3,97.86712854138315,0,0,395.53,808.3
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-01-04,5,404.15,68.5,6.34,1616.6,81.48212297414327,0,0,329.31,2020.75
B0DSJR3CRB,"NATURACARE NATURALS Hydra boost Gel Moisturizer | Lightweight, Oil-Free, Fast-Absorbing Hydration for Smooth & Supple Skin | With Hyaluronic Acid | Suitable for All Skin Types",skin glow and tan,Hydra Boost Gel Moisturizer,2026-01-04,1,683.63,0.0,17.78,683.63,97.39917791787956,0,0,665.85,683.63
B0DSL91D8Z,"NATURACARE NATURALS Under Eye Roll Cooling Under Eye Roll-On | Reduces Puffiness, Dark Circles & Fine Lines|Portable & Convenient|15ml pack",Face care,Under Eye Roll,2026-01-04,1,546.63,0.0,11.85,546.63,97.83217167005104,0,0,534.78,546.63
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-04,10,615.13,0.0,22.54,4921.04,96.33573390990523,0,0,592.59,6151.3
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-04,17,541.15,0.0,14.74,7576.1,97.2761711170655,0,0,526.41,9199.55
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-01-04,2,404.15,0.0,10.28,808.3,97.45638995422492,0,0,393.87,808.3
B0GDQW11DB,Product-LKN-Beardserum20ml,General,Unknown,2026-01-04,1,548.0,0.0,0.0,548.0,100.0,0,0,548.0,548.0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-04,15,616.5,0.0,27.11,7398.0,95.60259529602595,0,0,589.39,9247.5
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-01-04,1,1096.0,0.0,61.17,1096.0,94.41879562043795,0,0,1034.83,1096.0
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-01-04,1,609.65,0.0,17.78,609.65,97.08357254162225,0,0,591.87,609.65
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-04,4,609.65,0.0,21.92,1828.95,96.40449438202248,0,0,587.73,2438.6
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-01-04,4,1164.5,0.0,57.94,3493.5,95.02447402318592,0,0,1106.56,4658.0
B0DSJQKV8T,"NATURACARE NATURALS Kids Sunscreen Lotion SPF 30 + | Gentle & Water-Resistant Sun Protection for Sensitive Skin | Broad Spectrum UVA/UVB Protection | Hypoallergenic & Dermatologist-Tested""",Baby care,Kids Suncream Lotion,2026-01-04,1,683.63,0.0,5.93,683.63,99.13257171276861,0,0,677.7,683.63
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-04,64,1368.37,0.0,114.22,71155.07,91.65284243296769,0,0,1254.1499999999999,87575.68
